year,ref,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp45,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp85,CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp45,CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp85,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,CRCM5_AFR-44_CCCma-CanESM2_rcp45,CRCM5_AFR-44_MPI-M-MPI-ESM-LR_rcp45,CSC_AFR-44_ICHEC-EC-EARTH_rcp45,CSC_AFR-44_ICHEC-EC-EARTH_rcp85,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp45,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp85,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp45,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp85,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp45,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp85,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp45,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_CCCma-CanESM2_rcp45,RCA4_AFR-44_CCCma-CanESM2_rcp85,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,RCA4_AFR-44_MIROC-MIROC5_rcp45,RCA4_AFR-44_MIROC-MIROC5_rcp85,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_NCC-NorESM1-M_rcp45,RCA4_AFR-44_NCC-NorESM1-M_rcp85,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85,REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp85,REMO2009_AFR-44_MIROC-MIROC5_rcp85,REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp85
1981,189.74285714285713,194.41864235055726,195.32872340425533,200.01155015197568,202.83936170212766,202.55587111617697,203.58015693600137,194.3216427124041,192.83753292806486,202.51671732522797,193.86371517223907,206.41365469458873,208.44108758643824,195.74270516717326,196.70516717325228,188.85880192502535,188.8976291793313,211.79650455927052,212.7841945288754,200.67841945288754,201.41580547112463,201.4951367781155,200.0049645390071,201.94291223404252,201.48694591444732,197.54168294977566,200.28911278766827,202.13331686930093,199.60756079027357,204.7822514112028,204.96480092159615,196.2868830149718,194.2129031512163,193.2127659574468,192.53617021276597,193.6127659574468,192.6619366345829,204.1095744680851,205.20102402663193,185.53244680851063,183.53898176291793,204.71823708206688,203.76256706874568,193.9063829787234
1982,194.57993920972643,185.69414669993128,186.59031239446136,193.11274062816614,194.47287234042554,206.41747383142618,209.37949517774902,202.22811550151977,201.36352583586626,219.0997569296282,212.8980515715516,194.61215805471124,195.019452887538,192.74954407294834,191.79270516717324,178.62575776764604,179.7710649907126,202.3515704154002,202.2404255319149,188.71484767354661,190.93536120091323,196.28273176801346,194.95950826627342,192.8869300911854,191.40714285714284,206.0036868577218,202.44893617021276,191.4808510638298,192.18176291793313,174.76099063212385,177.25400410413502,208.550281469867,199.73232789579617,210.6910469322924,210.46470800081406,198.76269756838906,198.0368935808366,202.4254809471841,202.31256603956484,214.02978723404254,215.06990881458967,208.23094290056446,202.12327601075893,191.68508225985428
1983,196.207610812052,181.70577507598784,181.36717325227963,222.80790273556232,225.5276595744681,198.43382408814588,196.98032495356298,192.90140536204808,193.88150642902278,193.07188449848024,204.96828701693443,212.5325227963526,212.41337386018236,210.70857142857142,208.77700101317123,198.80075987841946,199.8813938180376,205.50030395136778,205.8869300911854,194.15894909782978,197.0974068460299,194.82274377924932,194.39626212187005,192.19348675640467,191.97724820891403,189.63890577507598,190.86200607902737,209.8066869300912,208.1386018237082,163.49602963525837,167.6038943768997,186.53100303951368,185.31914893617022,191.8401215805471,190.668085106383,207.35981985218777,209.478752894364,193.44316109422493,193.07142857142858,196.88510638297873,199.08510638297872,231.31630083943304,190.0905775075988,197.09144135739402
1984,184.85907701656006,201.30516717325227,200.71854103343466,202.659726443769,206.8505427702996,203.26159447821684,203.85258483668778,188.54589665653495,187.14407294832827,195.13039830293818,198.62163063226458,198.12267842413837,200.86492939600083,192.20547112462006,191.1161094224924,197.73191489361702,199.0419452887538,198.0112462006079,197.6498480243161,204.9876841545572,207.41949514220582,194.63255549415126,193.1196998480243,196.72708846343468,194.4416644929396,192.0996092053843,192.8559764266361,189.60911854103344,187.51732522796354,216.26856020985625,218.00326965445268,197.48476443768996,197.90338145896658,199.19705273891236,199.97881572144226,189.16569403975043,189.63675827485662,195.4302431610942,197.61552178318135,212.26671016512108,210.99389047956845,205.57270463475297,193.99787234042554,191.8958879495947
1985,189.65349544072947,209.77841945288753,209.21884498480244,199.47537993920972,199.3290273556231,229.08637302369416,229.62208195302037,194.3277811550152,194.7777102330294,201.97552155291518,187.19381344587006,198.3422492401216,198.77142857142857,202.17721902816004,200.11881044800103,194.52462006079028,195.6212765957447,208.54230243161095,208.1196048632219,217.4832193515704,218.24833090594393,198.63745519883483,197.87206813576492,195.1992924883758,194.6863200303387,198.85931906450523,200.44640830800407,196.8372150455927,196.70820668693008,194.89118541033434,195.38601823708206,207.92069491440634,206.11853962526445,195.50636404207071,196.40699088145897,184.96603343465046,182.99455782312927,197.88642081300605,198.1354620661311,200.65368963188112,197.61753830551135,200.5209913168888,200.82053209581704,200.7887537993921
1986,201.60607902735563,200.33549772036474,201.35122340425534,198.32948328267477,201.85896656534953,211.55591514087905,213.22932572342134,193.07431610942248,193.59019756838904,199.90944454391277,184.41884498480243,204.49706180344475,205.01514690982776,200.01899696048633,198.75075987841944,201.2626139817629,201.49300911854104,185.0936170212766,185.57629179331306,196.64144283387893,199.403705500262,195.15024696048633,191.91838905775077,180.73920972644376,180.7598784194529,200.25714285714287,199.0662613981763,205.11013202462289,202.7725197318196,206.32657767495297,206.51973150962516,181.94468085106382,182.038905775076,204.2857861436606,206.98799634289628,184.87059849471706,186.0433130699088,192.73007598784196,191.38949156746034,195.95258358662613,196.71246200607902,202.39799905165967,188.81823708206687,201.78914490490232
1987,192.36713724851646,182.39994666599156,183.17251378363292,198.90472074468084,200.53850161474165,191.85887911069076,190.5263059440403,192.2182297320524,189.7216945288754,179.72765957446808,204.3134093211753,197.7983805327653,197.32548959912225,193.6905775075988,193.1483282674772,198.13191489361702,198.32644376899697,205.08910776022157,206.7550981187922,190.30144883485312,190.91185410334347,192.97142857142856,189.00425531914894,197.668085106383,196.27173252279636,205.9579533941236,207.55301418439714,201.59104570792357,200.92448865418595,184.13066212023423,190.21830504761067,200.4964374331975,200.58417018095653,184.48814589665653,186.08085106382978,200.88328267477203,200.94893617021276,194.75197568389058,196.01241134751774,205.35379939209727,206.00425531914894,191.11540743957158,196.28936170212765,184.78574468085105
1988,196.50729483282674,214.5515704154002,214.59939209726443,199.3257854637188,201.70562416816614,197.30951621073962,196.89714950607905,187.5010832211447,187.85560637059427,179.6082714944087,182.22806155769047,195.0145896656535,193.26504559270518,188.29361887552537,187.72343591691995,205.8502849544073,206.06783181357648,200.61337386018238,198.50273556231002,180.7179331306991,179.49848024316108,192.7363981762918,192.78019509199956,203.4136071826037,204.7956599182226,198.14128386021386,201.38094799703842,202.68727476139068,201.18668844266907,202.99690982776087,203.14103343465047,203.2204606036483,201.81731817194964,179.1404255319149,181.751367781155,188.38966565349543,187.648632218845,204.1234406707405,203.23142883438217,195.0268868783144,193.80554269968258,193.36109422492402,204.02983832606623,197.14224924012157
1989,181.94042553191488,209.80303951367782,208.90212765957446,200.24712585034013,206.65433266391662,209.28546458310717,211.57414055988934,214.03125611446964,213.20487524324153,190.0772036474164,192.03404255319148,187.90890957446808,187.85278622087134,204.45107212893913,203.77594569215935,189.7015197568389,190.5744680851064,183.180547112462,185.94468085106382,191.12367021276594,192.9255319148936,188.85221094673275,189.41470728215563,195.20192502532925,196.92243522941092,205.4148741560804,204.57052359018172,208.13768996960485,205.9723404255319,186.16838905775077,186.83525835866263,190.72857230906544,191.70698436821536,188.07350873860182,189.4101063829787,192.38496363438995,192.48727456940222,188.17386018237082,189.1386018237082,206.13885818996465,207.3457179738543,207.66783814589667,179.9501519756839,200.4494680851064
1990,198.62586444542399,202.76960486322187,202.5987841945289,196.88601823708206,199.8777102330294,218.8309010652589,220.00783509984672,198.16421850814058,200.56669172644678,203.72486230736877,193.2176291793313,198.07552051671732,198.01634245187435,207.22848178594455,203.30332296038983,182.89715476008521,183.3521416265371,195.82705167173253,194.82876139817628,197.6778337032212,196.5322188449848,178.44509614461444,179.98949250814167,187.99690649111525,189.45591544473763,186.54711246200608,189.45075987841946,190.5386018237082,189.2759878419453,198.19627659574468,199.77725430597772,179.33434650455928,178.93981762917934,211.06943009118544,210.9881797349924,191.1082066869301,191.66686930091186,178.59828881892255,181.40218980488916,192.67902171437163,193.36600490163335,204.61727746417716,204.99295691390674,220.74402492246625
