year,ref,RCA4_AFR-44_CCCma-CanESM2_rcp45,RCA4_AFR-44_CCCma-CanESM2_rcp85,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,RCA4_AFR-44_ICHEC-EC-EARTH_rcp26,RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,RCA4_AFR-44_MIROC-MIROC5_rcp26,RCA4_AFR-44_MIROC-MIROC5_rcp45,RCA4_AFR-44_MIROC-MIROC5_rcp85,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp26,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp26,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_NCC-NorESM1-M_rcp26,RCA4_AFR-44_NCC-NorESM1-M_rcp45,RCA4_AFR-44_NCC-NorESM1-M_rcp85,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85
1991,126.75,125.5,125.75,138.75,137.5,148.25,150.0,136.25,140.5,141.0,131.0,128.0,142.75,143.0,137.5,158.5,158.25,158.25,140.75,140.5,141.25,113.75,112.75,115.0,146.5,
1992,119.25,150.5,151.0,125.5,134.25,122.25,120.75,133.0,134.5,133.5,151.5,150.75,141.75,140.5,141.0,140.5,162.75,162.5,131.75,132.5,133.5,142.5,142.0,142.0,144.5,137.5
1993,146.25,149.5,150.75,156.0,152.5,154.25,153.0,127.5,128.5,130.0,139.5,139.0,157.25,151.0,146.75,108.75,123.25,120.25,132.5,128.25,131.5,157.0,156.0,153.0,137.0,137.0
1994,136.0,177.75,161.5,154.25,155.0,147.0,146.75,114.5,114.75,115.5,151.5,152.25,125.0,120.75,120.75,141.5,144.5,144.25,129.5,129.0,129.0,119.25,118.0,127.5,152.75,152.75
1995,135.25,156.5,149.5,148.75,148.0,133.75,133.0,115.0,116.75,118.25,143.5,147.25,154.5,149.25,151.0,141.25,159.5,149.25,122.25,122.0,124.75,124.5,124.75,132.75,140.25,141.25
1996,134.25,130.75,130.75,123.0,123.0,118.0,111.0,125.0,124.75,125.25,107.75,107.75,144.75,140.0,138.25,133.75,135.75,135.25,153.75,147.25,139.75,131.25,118.0,119.5,140.25,144.75
1997,144.75,160.5,155.75,151.25,158.75,134.25,133.25,140.75,144.25,144.5,132.75,132.5,153.75,151.5,153.0,139.75,147.5,146.5,,,,113.0,112.5,114.0,130.5,131.0
1998,110.75,128.75,131.5,118.25,119.25,139.0,136.75,125.5,128.25,130.0,114.75,113.75,142.25,133.5,130.5,133.5,156.0,133.0,126.5,123.25,126.75,104.5,103.75,152.25,112.5,113.0
1999,140.75,160.75,161.0,,,162.0,160.75,125.75,126.75,128.75,154.25,152.25,135.75,134.75,133.5,143.5,146.0,145.25,148.0,147.0,148.0,141.0,141.25,144.75,156.5,157.5
2000,150.5,159.75,156.5,141.75,141.75,153.75,152.75,160.25,161.5,162.25,121.0,129.0,146.5,136.0,136.5,112.75,115.0,113.5,142.0,137.5,145.75,123.0,112.25,123.75,151.5,151.5
2001,141.0,129.25,130.0,151.75,141.0,120.75,118.5,156.75,153.0,175.0,154.25,157.25,138.0,134.75,133.5,133.0,140.0,138.25,142.25,141.25,147.0,130.0,136.0,136.0,156.75,156.25
2002,144.5,131.75,135.25,134.75,133.75,151.5,148.25,146.0,149.25,150.75,137.5,136.25,139.25,144.75,143.0,131.75,132.25,132.0,130.75,131.75,129.25,154.0,151.0,155.0,108.0,108.75
2003,147.75,148.5,149.75,153.5,153.0,149.75,147.5,143.0,143.0,143.75,148.75,148.5,139.75,138.75,139.75,95.0,96.75,96.0,145.0,143.75,145.25,139.0,139.0,139.0,123.75,124.0
2004,129.75,121.25,131.75,163.75,161.25,137.5,124.75,141.5,142.0,143.0,119.25,116.75,144.25,143.5,144.25,129.75,144.25,131.25,123.0,122.75,123.0,134.5,127.25,128.0,125.0,128.0
2005,138.75,126.5,127.0,147.25,146.0,,141.25,134.25,134.5,135.25,131.0,130.75,141.0,141.5,142.0,140.5,146.0,146.25,149.75,148.75,152.0,114.0,111.5,120.25,126.5,127.75
2006,150.5,133.25,137.75,139.75,127.5,127.25,130.25,140.25,151.25,149.25,144.0,151.0,131.0,124.5,126.25,155.25,143.75,142.0,136.25,136.0,122.0,144.0,126.5,164.0,139.75,149.75
2007,119.5,149.0,140.25,118.5,150.25,135.75,119.75,122.0,153.75,147.5,137.75,161.0,118.0,,118.75,129.75,119.5,140.25,138.5,147.25,147.5,124.75,110.0,136.0,155.0,138.5
2008,138.75,127.5,143.5,142.5,139.0,129.75,148.5,148.75,137.75,130.0,153.25,149.25,130.0,139.25,141.0,182.0,133.0,135.5,124.75,150.0,128.0,129.25,148.25,142.0,163.75,107.25
2009,141.25,134.0,150.75,137.75,119.25,107.75,145.0,161.0,139.5,120.25,153.25,131.0,134.75,158.0,155.0,132.0,104.25,121.5,167.0,135.0,151.25,118.0,150.25,143.0,,140.0
2010,136.75,124.75,134.0,140.5,150.0,147.0,128.75,115.75,131.25,148.0,125.5,140.25,138.75,138.0,142.25,143.75,119.25,120.5,161.5,139.75,143.75,110.5,129.5,153.0,133.25,145.5
2011,146.75,130.75,131.0,123.0,170.0,149.5,145.5,135.5,116.75,148.75,122.75,158.0,135.25,143.5,149.75,141.0,124.0,149.25,120.0,115.5,155.0,136.25,139.0,146.0,156.0,120.25
2012,145.5,126.5,126.0,145.5,134.5,166.5,138.0,133.75,118.25,148.25,152.75,139.75,123.0,140.75,128.25,135.5,146.0,142.25,131.75,152.0,142.0,144.75,128.25,145.5,137.5,139.25
2013,146.75,151.0,169.0,140.0,136.0,125.0,131.0,123.5,143.5,113.75,122.0,116.5,144.5,151.25,138.0,165.75,122.75,155.75,141.0,152.25,111.75,143.0,124.25,155.25,145.75,148.75
2014,132.75,143.5,122.0,126.75,131.0,144.25,139.5,146.75,123.5,144.0,125.25,139.0,123.25,118.5,154.25,144.75,92.25,135.5,148.25,156.0,132.25,131.75,144.5,129.5,155.25,134.5
2015,137.75,103.75,136.75,115.0,164.25,127.75,145.25,139.25,119.0,,166.75,162.5,153.75,146.0,132.0,132.5,145.0,129.5,117.75,149.5,143.75,134.75,162.25,150.0,124.25,156.75
2016,127.75,128.5,101.0,137.0,152.5,120.75,,128.25,130.25,138.25,133.0,102.5,127.25,129.25,159.5,103.75,151.75,148.0,131.75,135.0,119.0,161.5,137.75,109.5,135.0,144.625
2017,125.75,121.75,167.0,169.75,121.25,155.5,125.0,129.0,144.5,115.75,125.75,134.25,130.5,145.75,141.5,131.0,128.5,,146.0,161.75,139.5,137.25,168.5,133.75,159.75,141.75
2018,138.25,132.75,137.25,146.5,151.0,148.75,140.0,133.25,152.25,151.0,136.25,133.0,135.0,119.0,137.0,94.25,132.25,146.75,132.5,172.0,137.0,156.75,124.5,114.25,103.5,127.75
