year,ref,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp45,CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp45,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp45,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp45,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp45,CSC_AFR-44_ICHEC-EC-EARTH_rcp45,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_CCCma-CanESM2_rcp45,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,RCA4_AFR-44_MIROC-MIROC5_rcp45,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_NCC-NorESM1-M_rcp45,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp85,CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp85,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp85,REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp85,REMO2009_AFR-44_MIROC-MIROC5_rcp85,REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp85,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp85,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp85,CSC_AFR-44_ICHEC-EC-EARTH_rcp85,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_CCCma-CanESM2_rcp85,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,RCA4_AFR-44_MIROC-MIROC5_rcp85,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_NCC-NorESM1-M_rcp85,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85
1981,516.1178884999138,449.6116731115707,469.9277595156063,465.9569257259575,364.43787263817916,480.00111003762925,539.9979672713298,428.3026627516945,433.5095256097722,446.5498012373954,492.0430834408261,435.9686345361827,416.0066094334716,418.50248000514057,366.2600303656161,459.78378892203006,502.83670481844547,539.3835237043202,411.8424889531539,393.2830970854988,446.1385125793626,469.9858580833253,448.8421921518139,352.33478857065205,477.70921742115127,526.6131313003276,491.69268337063653,476.7711103299579,533.8084099114144,429.1430128587879,419.3406169647431,453.1793808630557,508.08209939644377,435.8338888440724,409.3405235463202,426.45761264277303,361.13279814205555,458.81176504711874,495.2721508574373,537.0123967695397,401.86783189904105,391.67154440271713
1982,471.4647783127179,458.4764344675333,430.5656103588108,517.8442189291943,291.50135851747837,487.4642796163098,580.6714418205589,461.6100371821261,424.90002690123924,553.8952315216876,534.8704264011517,337.1013938638922,497.46060162612366,510.41390466466925,412.79799558570403,468.49160012275297,413.24343266660867,485.38303127079723,356.30864030344014,425.88371078870307,452.2091088453348,428.1555194474489,498.4243929886739,285.8960380251307,485.4785509180204,568.6733675448426,473.75848977516773,419.7385074503751,472.0897452067332,462.7554113536892,408.59531349294525,554.3800532216428,546.6062341224099,341.8027089866759,491.23279308970825,516.6582267868197,407.6212459827437,465.9361791815136,404.028309470527,480.4862620739418,349.4345098141419,424.11712701263696
1983,403.63790018446065,502.7757589419594,499.61764427205145,373.7407352769369,329.97099711254924,403.7487515238636,480.71240242350007,500.2676934496852,424.3333177247756,494.8491625325189,450.165908694147,425.2049232534941,498.58154957489717,445.8248709906619,503.63509357085326,467.50593118601705,512.1840028711291,427.975772299937,457.5053582747447,464.25659841066323,502.91015107844066,500.507486545013,364.86951621391177,319.4599359388444,401.4632397688441,469.75373720554313,320.36192345045225,458.23238521430267,455.30959070488086,499.8560301699532,407.4747251544669,499.0261543184217,461.77652718124324,425.8296576494939,493.0861488581903,451.8007808532093,497.52571936587316,466.4055876728997,505.2122569772518,424.9604282109747,447.5303585908623,461.86985413397855
1984,461.60708229849286,449.3340987490555,508.25798528329284,433.34044149356635,261.7532568744394,548.857136737589,468.97659702917264,433.17306702965993,326.48349352785357,495.12652345538635,490.29262358344914,444.19311130544526,446.2006892795401,487.1495082945743,335.6164237858741,468.2484666088669,365.1669537104569,456.78328370877125,468.88651634099557,398.96883633513806,445.4474472861968,502.4628967874175,420.41270226035437,258.02462557539286,547.3063520141176,457.0755427697034,366.1794089896818,483.3186327542025,414.27385370708424,433.82415947168323,314.49932032428114,500.2124267034993,498.5247822067335,444.6194438922462,440.623194233042,491.91164703635667,329.6233636727639,466.27081985247196,356.1773099787237,454.5053504700283,456.6902964407228,397.862105180014
1985,505.42335658455437,445.70730065560775,486.1122517681305,430.3685289508351,304.6481950002854,512.6482549301843,561.0042212859262,413.21261915275426,384.6359493542912,500.2759334868979,447.77137776054633,407.5183558581636,417.15777560342934,418.19143205422847,428.70430874258807,401.61352291740496,485.8544576427466,472.7706160210196,398.1401096227312,414.18619661519915,439.50662510990827,483.5435560997962,413.9484150238911,296.2770615814634,509.35033924174246,543.1070285490299,423.59650239914987,520.8136710512309,407.7776680768028,414.66011835034163,373.9131593657301,503.3890960694843,455.0128448786911,410.324584349842,410.10774405123215,426.34478204059513,426.3037612548184,401.8399106406459,480.2391725118086,470.1095080639135,389.5390743551276,411.9827349638062
1986,493.9608254620839,494.09585511662607,544.4781163707006,446.3237609785435,251.10045630146777,477.257663621981,480.4625844366005,530.1822682584859,322.6626917820882,456.23928985028874,486.9127690513489,420.11985360418896,497.95143934284283,352.5669465451288,404.36786332046944,504.63284574025494,393.0533899696616,499.39789830955107,430.66446603132124,445.2956127309838,489.28781073293675,540.9179249913867,430.2724102301641,246.92196788129954,475.04565017637935,462.9270241762273,442.22643869297576,533.8331647915583,418.624499047168,532.7029180074929,308.90036452551215,462.71148175069555,497.9593132186947,423.5051807409551,491.56766686269316,357.29936397519356,399.8550012163923,504.4235700082257,386.43469938737985,496.4770704755393,421.5758467611445,443.8924189541903
1987,506.6854434510817,492.3432653858726,555.6829106741293,333.80850394984526,405.92349579936587,457.233517748233,510.19500643780583,457.0823806433417,468.9955296330086,394.1551270992727,603.2558385068387,505.9342340736855,442.91563032847694,348.35048027243965,452.521655646732,486.37412696426674,538.0417023748112,462.62219771700177,526.5426342123527,429.10121619925735,489.20631591616245,547.5777446475956,318.4309455587859,397.7321281586072,458.08383736990976,497.3622677255845,523.974373060201,502.2770314400357,535.8702795272616,459.20779565689213,454.8716922577927,396.9461054710382,626.4856355524959,506.9686048611935,437.2767247872338,350.32251342579093,447.78534454031904,483.69597437415274,530.4405406685557,460.39274252414543,512.1622349616852,426.684598838
1988,518.4328249839806,476.5464679038743,385.65924758916674,390.96878806781706,408.5475493899941,489.0939884845603,499.8476572261752,502.7796086007083,553.9462001728353,450.8191827372516,587.5579313986029,418.29451876656856,420.49780599200267,480.1471800505875,408.09784070492094,377.9234932578127,496.87642765824467,505.1180694154523,360.4976290046278,495.4327232466572,470.57091669365525,386.59664013864415,377.24294132562994,399.4642823813626,487.605819660587,487.73659630441983,563.1464375356119,420.0722259995623,568.1145327219913,502.2934612513726,537.3160021655689,454.49969155124995,609.8444788492769,421.20623769632215,413.713906056028,487.12307602407395,402.81921583468795,379.7209583157545,489.49337158713485,502.82333684515424,354.24942332480987,490.1521730696338
1989,587.6009643543083,422.2753105407444,443.0561340848042,296.3849485030878,386.67091399574093,337.9553416834572,573.4593309764298,520.0942053552347,527.8892752017929,503.8681915958559,448.70748987449,444.4232474004645,446.0039546343773,448.4201249891897,432.1784239898418,448.67078318972005,469.0509097779014,431.5696969252869,514.6235356691053,410.6582727969418,417.61886408926597,444.3504085640628,284.9148360815936,371.53212579652757,335.5906999484872,556.2909711480671,529.6042609808128,520.0793374773706,495.072869725022,520.2331827843315,507.0426679435378,508.1516051372372,457.7340170240606,446.3399835620838,439.90013489561267,455.93031351541623,425.3380344123101,447.0569406408553,456.41889921576524,430.3628653416907,501.1172387806816,408.0674511580178
1990,493.1056300774849,491.0057461717278,478.95235417719766,492.0734016347387,295.7593343946222,376.3798801518681,583.5346014252887,524.1612596985674,431.679610251827,467.7477845082237,439.51649113299663,391.64646345972665,437.24576595820747,506.6779936184054,425.2236939763249,495.54519141368814,333.8405302027706,419.4341887071151,380.8186268822781,413.08821289436605,486.0733186064737,479.9202657370107,474.2646669153641,288.24534611625415,375.6915844406399,564.0415326368567,483.0368112143372,507.5539001747378,341.03552104183643,524.2285229328878,415.11772059205595,473.168174635207,447.45688462585224,395.45609412719494,431.63378485023094,510.95305500404044,419.834733209894,493.22482855735035,327.75913790254367,418.38989867767134,374.7375423567863,409.99928419971445
