year,ref,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp45,CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp45,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp45,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp45,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp45,CSC_AFR-44_ICHEC-EC-EARTH_rcp45,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_CCCma-CanESM2_rcp45,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,RCA4_AFR-44_MIROC-MIROC5_rcp45,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_NCC-NorESM1-M_rcp45,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp85,CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp85,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp85,REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp85,REMO2009_AFR-44_MIROC-MIROC5_rcp85,REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp85,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp85,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp85,CSC_AFR-44_ICHEC-EC-EARTH_rcp85,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_CCCma-CanESM2_rcp85,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,RCA4_AFR-44_MIROC-MIROC5_rcp85,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_NCC-NorESM1-M_rcp85,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85
1981,0.0,-251.17148606278676,113.0699491518995,217.879207384932,196.1440093761486,167.91707398905027,-70.64339721721012,-47.69414245689592,109.6746830168828,-188.97298472759576,-208.7585551799383,-44.800451625357596,-109.09667059380575,-182.27008705121068,0.5490355145607282,-183.65185184497017,-70.78156671684849,-232.31679203317879,-1.457949701973405,-245.31748501959356,-254.64464725329293,113.1280471681365,200.7644736933011,184.04092464917838,165.62517991067466,-84.02823285618354,42.16450177833997,-118.56970016386742,21.183291382610037,-46.85379295808798,95.50577363515413,-182.34340553506638,-192.71953917978743,-44.93519750481232,-115.76275610136776,-174.3149540905382,-4.578195745461642,-184.62387566676904,-78.34612037886791,-234.68791885670544,-11.432605941258203,-246.92903866612664
1982,0.0,-261.85806822552047,113.44166335249503,234.0740066866232,162.98268995895225,165.3253976176171,-72.08643905797919,-62.46145875845309,111.89153963468806,-132.62701074550853,-200.23762414040766,-58.44869730493019,-90.90487487182565,-187.58941824833352,-23.351729347802518,-196.08772643816542,-60.24606856006778,-173.9678843567075,-36.47554581543869,-184.68485487708745,-268.12539332377315,111.03157222378991,214.6541803980303,157.37737040590181,163.3396692810328,-84.0845130676604,52.31636892710918,-107.17932155843255,45.72368323096401,-61.316084349861,95.58682634252739,-132.14218832260497,-188.50181638788138,-53.747382435800944,-97.13268398958076,-181.34509595261943,-28.528478503044198,-198.64314764108804,-69.46119145824912,-178.86465464872697,-43.34967573996835,-186.45143792007968
1983,0.0,-256.66981701421315,114.19737825641408,177.3249874348891,188.02367446372966,155.05613309040032,-92.86516886678112,-75.14956937896079,105.29236771712192,-178.00426888762195,-185.62134516016067,-39.131713878124515,-103.01915520359762,-116.72410233332982,-29.445700927505584,-192.78643999862413,-71.74281578489752,-177.7019909464122,-79.26841315542401,-223.3556384912784,-256.5354248183934,115.08722195532232,168.45376946010603,177.51261266596805,152.77062037221924,-103.82383407924209,34.85054702698682,-77.45289450194048,25.240294757031165,-75.56123218827645,88.43377554813463,-173.82727694824376,-174.01072824353133,-38.506979123192195,-108.51455672100508,-110.74819233678397,-35.55507332936992,-193.88678221360777,-78.71456294444471,-180.71733436912103,-89.2434117288617,-225.74238312791073
1984,0.0,-206.35520498101272,130.40959184807048,208.66081111631223,147.20304580666794,161.38907911399434,-75.74191361763218,-47.2401056905868,98.02305755940259,-173.72064599128493,-175.74066520060256,-47.00296664128564,-105.71726533045916,-156.9518532912639,1.0266992964030806,-198.88113557359247,-36.17895781669807,-219.75574083813012,-61.75671782252658,-184.2619821433529,-210.2418570554418,124.6145027493643,195.73307173424877,143.47441412399363,159.83829598189857,-87.64296774297117,35.32582209582438,-106.12297488185021,30.527436358471846,-46.58901170029941,86.03888460006922,-168.63474303052715,-167.50850647078738,-46.57663287126263,-111.29475991012976,-152.18971398888522,-4.966361663273801,-200.85878139152862,-45.168602301664464,-222.03367355458244,-73.95293731320157,-185.36871353770545
1985,0.0,-265.8502306124115,131.81690302910778,201.07206863978834,163.76601265883798,175.4607289232494,-70.62069949139448,-45.18067937365282,104.51717715255023,-159.2017978623544,-176.14809681039787,-35.27810380195467,-90.76297951758693,-119.07126284865535,-2.0090946366210005,-197.58075721376798,-83.98070195881888,-190.16875637362273,-10.346768810599713,-233.58771155403304,-272.0509063204635,129.24820670591777,184.65195595208172,155.39488031355089,172.16281232800094,-88.51789235012268,29.965052144898436,-147.82609027980664,34.574403919723466,-43.73318049848689,93.79438688441599,-156.088635488212,-168.90662998711457,-32.47187451069675,-97.81301014827636,-110.9179136576634,-4.409642652410412,-197.35436823572667,-89.59598646304022,-192.82986391503528,-18.947805348107636,-235.79117287601474
1986,0.0,-258.9535830474027,138.76546570079648,209.68340082093363,135.53717006133257,168.13668968456443,-85.16258761314663,-89.73888434703974,93.90742458426098,-194.23283968640214,-190.2142796058908,-48.824468133920504,-110.29411783232285,-96.67278266099282,-3.8158381858716552,-207.8237272686843,-46.631754626340864,-216.5966325523545,-41.93388026815546,-226.14832870509287,-263.76162671393405,135.20527519343057,193.6320498717421,131.35868114235052,165.92467647512365,-102.6981478043001,35.15304635854676,-124.8102342059309,17.464766742295467,-87.21823488550706,80.1450975704343,-187.76064786694525,-179.16773561045756,-45.43914078185912,-116.6778911819888,-91.94036567135527,-8.328700798681496,-208.03300252760488,-53.250445321287316,-219.51745965963738,-51.02249975993635,-227.55152309925387
1987,0.0,-247.85101638689224,158.6803313104266,164.12017028634293,220.45389842137794,163.17960347794332,-69.52278062259865,-71.20277332766523,109.66593540238358,-141.38830237755303,-226.76004110746624,-63.1434732342974,-100.89724506449465,-161.62581696699965,-12.423400954625947,-185.99769629756105,-83.01715022607812,-189.38637499972492,-62.60108335958978,-202.5358013807171,-250.987965651658,150.57516618850417,148.74261214855701,212.26253134766154,164.02992291690776,-82.35551967744038,29.872775898124132,-119.04268733114014,26.072814662988833,-69.07735877463085,95.54209744728479,-138.5973239807347,-203.53024544662549,-62.10910287251613,-106.53615205830113,-159.6537831219182,-17.159711217136532,-188.6758490375111,-90.6183118083477,-191.6158292613486,-76.98148215531,-204.95241827935496
1988,0.0,-240.62444698421808,112.22382191895923,188.71038719904334,220.73260012196778,159.36306146214991,-89.00173254148547,-86.50932178993531,114.72822765914236,-127.73271583535825,-224.72028261415744,-46.82981867584118,-81.89822402247268,-137.44243562760096,8.48672325694912,-174.83883327044924,-95.95517425799005,-174.35932818665322,-28.74792237555414,-246.17986403985384,-246.59999878147812,113.16121508416967,174.9845403061568,211.64933284125598,157.87489262048746,-101.1127916195955,25.302049165103426,-102.92847506401381,-5.737317245574218,-86.99546986217251,98.0980300409999,-124.05220679128604,-202.43373562563488,-43.91809956583296,-88.68212395644707,-130.46653957117996,3.2080980883318375,-173.0413682713463,-103.33823062483356,-176.65406050319723,-34.996127453904194,-251.460414266802
1989,0.0,-215.1820128988362,111.40838084107679,150.9510588449872,195.5833959944576,135.91156052441576,-57.307553877464215,-95.25447730797475,108.28452886035245,-170.4890792590598,-197.76156986353868,-41.162285386264614,-98.86865251124135,-115.39745435370156,-16.937988819948714,-228.31907292727522,-88.34980836929509,-187.57418278150584,-63.91503597065355,-206.17547411580836,-219.83845970022702,112.70265580498773,139.4809475466954,180.44460719879828,133.54691892996988,-74.47591295352925,31.564494587264733,-93.62020790719635,-7.109263124312406,-95.11549974740853,87.43792287490254,-166.20566549921523,-188.73504265546097,-39.245549341371316,-104.9724728191623,-107.88726526343436,-23.778377279049266,-229.93291642551873,-100.98181768351333,-188.7810143261941,-77.42133366035301,-208.7662961713661
1990,0.0,-237.0446892888928,112.89748113532846,220.00004676142453,157.84971625182445,143.91807634836692,-74.04222979826386,-107.07061383617724,120.0864552869831,-179.12227790115747,-156.79315543064706,-39.75026671887571,-107.06827896266145,-123.17136627816143,-3.2845141921883396,-191.85682363660635,-15.563670492555218,-169.2881413778028,-57.6210536610742,-274.0762400355608,-241.97711705776288,113.86539284532415,202.1913110801687,150.33572890227865,143.22978121404444,-93.53529771435797,19.05417436137361,-147.91887017961005,25.09823750265616,-107.00335013250083,103.52456545837646,-173.70188780708662,-148.85276160855733,-35.94063538606542,-112.68025871389642,-118.89630453977469,-8.6734754787243,-194.1771870317886,-21.645062682338448,-170.33243278595342,-63.70213708270029,-277.16516858366174
