year,ref,rcp45_moy,rcp45_min,rcp45_max,rcp85_moy,rcp85_min,rcp85_max
1981,0.0,2.3866887600110527,-12.732155021633059,23.53517444536501,2.4386039349585396,-10.512878578661507,23.58295130258677
1982,0.0,3.5955366184032367,-13.724698517904809,32.80416091319158,2.6435573631928295,-13.32398048421246,17.788419405320823
1983,0.0,1.588185321076794,-17.431409371260234,28.38300653594772,2.674425280141939,-16.8884654331216,28.729872042713808
1984,0.0,3.224039662813488,-10.162146736628916,28.60393997974777,4.354234976107393,-8.444665377888239,28.851937770413336
1985,0.0,5.022740363751141,-8.393574519009476,27.34572401730646,4.884776514105433,-7.461511552977992,26.89667679278285
1986,0.0,3.7509001722754904,-13.73491668968056,27.40233821228022,3.8085795820675754,-14.038147841296137,27.47938875080549
1987,0.0,-0.5386146947041666,-11.144195894320163,18.777096566326065,-0.5584963135915849,-10.301610973027703,19.55340145447851
1988,0.0,1.6252311253139815,-9.832955905366834,18.67546718217804,1.866273338187181,-8.756181533646316,19.225315290435432
1989,0.0,0.14233374100814614,-18.16214673662892,23.24464696676793,0.8949695798080282,-17.8851514314646,23.37831170026697
1990,0.0,4.336242290343374,-15.752591365184564,23.08695572125564,4.519947611994014,-16.148614563196166,23.703912363067296
1991,0.0,0.9322234057942487,-9.320114148945958,10.722415538985551,0.9858159055342214,-10.041461842953137,11.120924238239901
1992,0.0,0.5069528280795949,-15.321218816164958,20.444867900211733,2.395107663210404,-15.382804013624224,21.611948817085526
1993,0.0,0.33391459870333695,-17.836269907023837,21.600349811286023,0.5641343007540258,-19.228979103378435,20.909104298996603
1994,0.0,1.6122249838902765,-14.622240633342532,29.053539537880887,1.8543856125463476,-12.133149222130161,28.78041056798307
1995,0.0,0.5982062308491534,-12.895093436435602,18.702531529043547,0.7810256667754655,-12.597661787719776,18.660001841112035
1996,0.0,1.9811180810352367,-13.56286477032127,37.71523520206205,3.2810507728486256,-13.602080456595779,38.76384055969807
1997,0.0,-0.4453229178995479,-15.108846543312154,17.38217803553347,-0.08411706125044366,-13.169050906747671,17.851109269999085
1998,0.0,7.49609026709276,-9.948669796557116,27.62713799134678,6.287201760772604,-9.204124090950927,26.77599189910707
1999,0.0,0.019939243302961495,-20.433894872502986,16.281100984994943,0.13392918413631544,-19.347178495811463,16.281100984994943
2000,0.0,0.2993279941084478,-7.959716468747118,19.91048513302035,0.8656582393947818,-12.49161373469575,20.047740034981132
